#OTU ID,barcode18.CONCOMPRA,unclassified.CONCOMPRA,barcode30.CONCOMPRA,barcode76.CONCOMPRA,barcode77.CONCOMPRA,barcode31.CONCOMPRA,barcode21.CONCOMPRA,barcode85.CONCOMPRA,barcode08.CONCOMPRA,barcode63.CONCOMPRA,barcode33.CONCOMPRA,barcode38.CONCOMPRA,barcode62.CONCOMPRA,barcode56.CONCOMPRA,barcode57.CONCOMPRA,barcode82.CONCOMPRA,barcode83.CONCOMPRA,barcode15.CONCOMPRA,barcode09.CONCOMPRA,barcode58.CONCOMPRA,barcode49.CONCOMPRA,barcode71.CONCOMPRA,barcode50.CONCOMPRA,barcode10.CONCOMPRA,barcode22.CONCOMPRA,barcode73.CONCOMPRA,barcode84.CONCOMPRA,barcode78.CONCOMPRA,barcode19.CONCOMPRA,barcode91.CONCOMPRA,barcode48.CONCOMPRA,barcode45.CONCOMPRA,barcode12.CONCOMPRA,barcode02.CONCOMPRA,barcode92.CONCOMPRA,barcode81.CONCOMPRA,barcode53.CONCOMPRA,barcode59.CONCOMPRA,barcode61.CONCOMPRA,barcode04.CONCOMPRA,barcode51.CONCOMPRA,barcode52.CONCOMPRA,barcode75.CONCOMPRA,barcode66.CONCOMPRA,barcode93.CONCOMPRA,barcode44.CONCOMPRA,barcode13.CONCOMPRA,barcode74.CONCOMPRA,barcode37.CONCOMPRA,barcode29.CONCOMPRA,barcode34.CONCOMPRA,barcode16.CONCOMPRA,barcode36.CONCOMPRA,barcode11.CONCOMPRA,barcode05.CONCOMPRA,barcode69.CONCOMPRA,barcode35.CONCOMPRA,barcode60.CONCOMPRA,barcode24.CONCOMPRA,barcode27.CONCOMPRA,barcode06.CONCOMPRA,barcode41.CONCOMPRA,barcode20.CONCOMPRA,barcode43.CONCOMPRA,barcode03.CONCOMPRA,barcode87.CONCOMPRA,barcode14.CONCOMPRA,barcode65.CONCOMPRA,barcode42.CONCOMPRA,barcode28.CONCOMPRA,barcode01.CONCOMPRA,barcode96.CONCOMPRA,barcode25.CONCOMPRA,barcode17.CONCOMPRA,barcode68.CONCOMPRA,barcode26.CONCOMPRA,barcode67.CONCOMPRA,barcode94.CONCOMPRA
barcode4470,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,31,0,0,1,0,0,0,0,1043,0,2,1,0,0,0,2,5,0,0,2,3,0,0,1,0,0,0,20,0,0,1,0,2,3,0,0,0,19,11,0,0
barcode4455,0,18,1,1,0,0,0,0,0,0,0,0,0,0,38,80,0,0,0,1,7,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,199,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,3,0,0,58,0,0,1,0,0,0,0,0,0,0
barcode0153,0,95,0,52,1,0,0,0,0,0,1,0,0,0,285,59,1,0,70,0,4,0,2,0,0,2,0,0,49,0,0,1,0,0,0,0,0,41,0,0,0,0,0,7,0,332,0,32,0,1,197,0,2,24,0,0,1,49,0,0,0,0,0,0,102,0,0,19,1,2,875,0,0,0,3,1,0,0
barcode4451,0,11,0,0,0,0,0,0,0,0,0,0,0,0,23,36,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
barcode381,0,45,0,6,0,0,0,0,0,0,0,164,0,0,0,195,0,0,0,5,0,0,16,1,1,2,0,0,23,0,0,3,0,0,0,0,5,3,2,1,0,0,4,26,0,9,0,13,1,0,1,0,25,53,1,0,1,2,0,0,0,0,1,0,557,0,0,0,3,19,1,0,0,0,4,13,0,0
barcode4429,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barcode8211,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,55,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,169,0,0,0,0,1,0,0,23,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
barcode4473,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1394,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,5,0,0,0
barcode4418,0,5,0,6,11,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,3,7,1,3,0,0,21,0,0,0,0,0,0,0,0,7,4,0,0,0,1,1,0,127,2,1,1,0,4,0,4,27,0,0,5,12,0,0,0,0,1,0,31,0,0,0,0,4,15,0,0,0,2,1,0,0
barcode0331,0,54,0,20,0,0,1,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,0,0,14,0,0,98,0,0,1,0,0,0,0,0,36,0,0,0,0,5,6,0,106,12,16,0,0,0,0,1,52,0,1,0,34,0,8,0,0,0,0,880,0,0,0,0,3,0,0,0,0,47,12,1,0
barcode4427,0,43,0,0,0,0,0,0,0,0,0,0,0,0,147,23,0,0,0,0,7,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,1,20,0,0,0,0,0,2,0,235,8,1,0,0,0,0,0,176,0,0,0,19,0,1,0,0,0,0,13,0,0,175,0,9,51,0,0,0,5,0,0,0
barcode1114,0,13,0,7,0,0,3,0,0,0,0,0,0,0,34,19,1,0,1,0,0,0,7,0,0,2,0,0,39,0,0,1,0,0,0,0,1,12,1,0,0,0,0,8,0,57,4,15,9,2,0,0,5,57,0,0,1,4,0,0,0,0,0,0,34,0,0,13,2,3,0,0,0,0,20,10,0,0
barcode6666,0,39,1,42,0,0,0,2,0,0,1,0,0,0,3,3,0,0,0,1,0,0,11,69,8,16,0,0,19,0,0,38,5,1,0,0,43,30,26,0,3,1,2,450,0,28,42,36,52,0,1,0,2,6,0,1,0,3,0,0,2,1,0,0,38,0,7,0,0,24,0,0,0,0,11,41,0,0
barcode8230,0,8,0,0,0,0,0,0,0,0,0,0,0,0,25,42,0,0,0,1,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,8,0,0,12,0,0,1,0,0,0,0,0,0,0
barcode2839,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,3,3,0,1,0,0,12,0,0,2,0,4,0,0,0,1,2,0,0,11,3,13,0,1,1,2,0,0,3,0,2,0,0,0,2,13,0,0,0,0,5,0,6,0,0,0,1,18,0,0,0,0,4,0,0,0
barcode229,0,14,0,0,2,0,11,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,1,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,153,0,0,0,0,0,108,0,0,0,0,76,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
barcode2982,0,16,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,0,0,0,0,0,0,0,0
barcode2944,0,37,0,1,1,0,99,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,495,0,0,0,0,0,110,0,0,0,0,111,0,0,0,0,0,61,1,0,0,0,0,0,0,0,0,0,0
barcode0663,0,38,0,0,3,0,45,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,79,0,0,0,0,431,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
barcode8542,0,98,1,0,1,0,296,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,305,1,0,0,0,0,93,1,0,0,1,611,0,0,0,0,0,189,0,0,0,0,0,0,0,1,0,0,0
barcode8562,0,10,0,0,0,0,0,92,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,39,0,0,0,0,68,0,0,0,0,0,4,12,0,0,1,0,0,0,0,0,0,0
barcode2975,0,44,1,0,0,0,90,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,652,0,0,0,1,0,91,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barcode299,0,17,0,0,0,0,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
barcode2967,0,24,0,0,0,0,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,110,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,296,0,0,0,0,0,4,0,0,0,0,30,20,0,0,0,0,98,0,0,0,0,0,0,0,1,1,0,0
barcode1429,0,36,0,0,1,0,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,275,1,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,1,115,0,0,0,0,0,2,0,0,0,0,68,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0
barcode2161,0,12,0,0,0,0,325,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,27,0,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
barcode2945,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
barcode291,0,22,0,0,0,0,62,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,11,1,0,24,0,0,0,0,0,2,2,1,278,0,0,4,0,0,0,2,1,0,3,0,0,0,1,5,0,1,0,1,1,0,0,0,0,2,4,0,0
barcode2136,0,8,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,20,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barcode856,0,16,0,0,0,0,6,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91,0,0,0,0,62,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
barcode1467,0,34,0,0,7,0,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,105,0,0,1,0,0,22,0,0,0,0,367,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0
barcode149,0,33,0,0,0,0,101,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,15,0,0,0,0,32,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0
barcode2940,0,15,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
barcode2970,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barcode2968,0,9,0,0,5,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,215,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,145,0,0,1,0,0,2,0,0,0,0,83,0,0,0,0,0,91,0,0,0,0,0,0,0,1,1,0,0
barcode2972,0,22,0,32,0,0,4,2,0,0,0,0,0,0,0,32,1,0,0,0,0,0,7,33,20,10,0,0,9,0,0,11,1,8,0,0,21,80,14,0,3,5,18,2,0,20,14,5,6,319,3,0,8,3,2,1,10,6,0,2,0,0,4,0,41,0,2,1,4,7,3,0,0,0,0,5,0,0
barcode0563,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
barcode2950,0,37,0,0,0,0,158,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,347,0,0,3,0,0,0,0,0,0,0,104,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0
barcode3747,0,56,0,0,0,0,11,0,0,0,0,0,0,0,77,2,0,0,0,0,6,0,0,0,1,1,0,0,5,0,0,12,0,0,0,0,773,2,0,0,1,0,2,0,0,13,1,0,340,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,3,0,0,11,0,1,1,0,0,0,1,2,0,0
barcode6936,0,12,0,0,0,0,28,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,2,0,0,29,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,1,17,0,0,2,0,0,161,0,0,0,1,107,0,0,0,5,0,9,1,0,0,0,0,0,0,0,0,0,0
barcode0646,0,10,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,17,0,0,0,0,0,4,0,0,0,0,162,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0
barcode2120,0,39,0,0,0,0,602,166,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,40,0,0,0,0,7,3,4,0,1,0,0,0,0,0,1,0,4,38,12,0,0,0,0,34,1,0,0,1,21,0,0,0,0,0,46,0,0,4,0,0,0,0,0,0,0,0
barcode6520,0,21,0,10,0,0,0,0,0,0,0,0,0,0,105,1,0,0,13,0,3,0,28,1,0,15,0,0,1,0,0,0,0,6,0,0,6,8,0,0,1,0,4,13,0,2,4,4,0,0,0,0,1,0,0,0,0,3,0,3,0,7,2,1,1,0,1,122,1,0,0,0,1,0,0,0,0,0
barcode0938,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,363,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,291,0,0,0,0,1,0,0
barcode4452,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1,0,0,7,0,2,0,319,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,68,0,0,0,0,1,0,0,0,0,0,0,0,0
barcode6852,0,56,0,1,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,1,0,0,43,5,1,14,0,0,12,0,0,0,0,0,0,0,5,1,0,0,0,7,0,33,0,22,11,18,3,0,0,0,247,16,1,1,1,224,0,1,0,0,0,1,15,0,0,15,0,135,0,0,0,0,836,0,1,0
barcode8251,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,15,0,0,0,0,14,0,0,3,0,0,0,10,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
barcode6134,0,40,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,10,0,0,14,0,0,201,0,0,82,0,0,0,0,5,0,832,0,0,0,0,27,0,20,0,57,34,0,1,0,4,81,0,0,0,78,0,0,0,0,0,0,237,0,0,4,0,12,0,0,0,0,106,1,0,0
barcode6868,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,4,0,0,3,0,0,192,2,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,90,1,0,0,0,387,24,0,0
barcode1115,0,45,0,54,0,0,16,2,0,0,0,0,0,0,73,12,0,0,15,7,2,0,27,21,36,70,0,0,60,0,0,156,0,0,0,0,5,55,61,0,20,5,3,34,0,25,28,147,16,0,1,0,64,235,0,3,35,2,0,16,1,0,11,0,162,0,12,183,21,1,28,0,1,0,19,30,0,0
barcode2243,0,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,244,1,0,0,9,0,0,8,0,0,0,0,0,1,9,0,2,1,1,6,0,0,5,4,0,26,0,0,1,0,0,0,0,1,0,0,25,0,0,0,7,0,84,0,2,2,0,0,0,0,10,8,0,0
barcode0311,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,25,0,0,0,1,0,0,0,0,11,0,0,0,0,0,29,0,2,0,27,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,14,0,0
barcode1942,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,21,10,1,1,0,0,156,0,0,22,0,0,0,0,0,2,24,0,0,28,0,55,0,4,0,61,5,0,0,0,63,33,0,0,0,49,0,7,0,2,2,0,99,0,1,0,10,60,0,0,0,0,62,44,0,0
barcode6812,0,72,0,3,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,34,0,0,148,38,16,11,0,0,320,0,0,88,0,0,0,0,0,18,69,1,27,5,9,163,0,1,16,527,17,13,0,0,131,8,0,1,4,60,0,21,10,1,1,0,172,0,44,0,2,98,0,0,0,0,318,95,0,0
barcode3376,0,133,0,0,0,0,0,0,0,0,3694,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
barcode581,0,35,0,1,0,0,46,0,0,0,0,8,0,0,0,0,6,0,3,76,0,0,25,12,0,2,0,0,94,0,0,24,0,1,0,0,2,39,7,0,26,10,0,39,0,7,11,61,4,1,0,0,42,15,0,0,2,21,0,0,0,20,1,0,52,0,0,0,3,34,0,0,0,0,36,43,0,0
barcode0528,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,6,10,0,1,0,0,0,0,0,0,0,0,851,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barcode8517,0,9,0,61,0,0,4,18,0,0,0,0,0,0,1,15,6,0,1,0,0,0,13,13,2,37,0,0,5,0,0,8,0,0,0,0,8,57,0,0,15,0,1,4,0,3,9,1,15,7,3,0,4,1,0,12,38,9,0,29,20,3,2,1,1,0,4,0,0,9,65,0,0,0,1,12,0,0
barcode453,0,14,1,14,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,9,7,2,5,0,0,2,0,0,113,0,0,0,0,14,3,85,0,4,3,1,28,0,3,3,5,21,0,0,0,6,0,0,0,2,35,0,1,0,0,2,3,16,0,1,0,0,14,0,0,0,0,6,1,0,0
barcode766,0,14,0,270,0,0,0,3,0,0,0,0,0,0,5,0,0,0,5,0,0,0,6,0,7,1,0,0,2,0,0,0,0,0,0,0,0,25,2,0,3,0,2,3,0,0,4,4,1,2,0,0,103,0,0,0,0,1,0,0,1,13,0,0,0,0,3,1,0,0,1,0,0,0,28,25,1,0
barcode6152,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,3,0,0,0,0,0,17,0,0,0,0,0,1,574,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,5,0,0
barcode8259,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
barcode0452,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,26,0,0,1,0,0,0,0,0,0,0,0,8,0,756,0,0,8,3,0,11,1,0,0,0,0,0,0,1,0,0,0,121,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
barcode4522,0,33,0,10,0,0,4,18,0,0,0,0,0,0,0,0,1,0,0,4,0,0,19,27,184,9,0,0,12,0,0,180,0,0,0,0,82,36,69,0,7,2,0,17,0,0,12,69,75,9,0,0,30,0,0,55,7,0,0,12,71,0,0,0,3,0,60,0,7,9,15,0,0,0,10,149,1,0
barcode3645,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,49,0,0,0,0,0,27,0,0,8,0,0,0,0,0,0,26,0,0,7,0,10,0,0,10,87,0,0,0,0,160,0,0,0,0,5,0,0,0,0,0,0,84,0,0,0,0,26,0,0,0,0,35,0,0,0
barcode8279,0,23,0,6,0,0,0,0,0,0,0,0,0,0,1,383,0,0,0,1,0,0,1,25,0,9,0,0,2,0,0,4,0,41,0,0,52,24,0,0,0,0,10,3,1,32,0,1,16,0,0,0,1,88,0,0,0,13,0,0,0,0,1,0,41,0,0,0,0,0,73,0,0,0,0,3,0,0
barcode614,0,16,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,8,0,0,8,1,2,2,0,0,57,0,0,27,0,0,0,0,0,1,113,0,0,2,0,9,0,0,9,34,0,6,0,0,68,5,0,0,2,4,0,0,16,0,0,0,141,0,2,0,0,9,0,0,0,0,24,14,0,0
barcode3619,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,56,0,0,0,0,0,471,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
barcode7640,0,40,0,220,2,0,5,0,0,0,0,0,0,0,1,45,35,0,0,1,0,0,30,18,0,218,1,0,20,0,0,0,11,0,0,0,42,114,2,0,2,0,9,52,0,45,29,9,17,2,49,0,3,65,0,0,74,41,0,14,0,0,51,0,90,0,0,0,0,4,0,0,0,0,0,3,0,0
barcode6073,0,12,0,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,3,0,0,3,0,0,17,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4,10,0,0,0,0,8,15,0,0,6,8,0,0,0,0,1,0,47,0,1,0,0,4,0,0,0,0,8,4,0,0
barcode3610,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,3,0,0,125,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,2,84,0,0
barcode6827,0,66,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,85,2,1,20,0,0,407,0,0,16,0,0,0,0,12,61,62,0,4,6,0,66,0,21,47,243,2,5,0,0,198,54,0,1,6,39,0,48,0,0,0,1,431,0,0,0,3,40,0,0,0,0,350,59,1,0
barcode6114,0,54,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4,0,0,6,0,0,2,36,7,3,0,0,0,0,0,2,0,1,0,0,0,40,1132,0,0,1,0,0,0,0,37,16,2,7,0,0,18,0,0,1,3,4,0,12,5,0,0,0,0,0,15,0,16,109,0,0,0,0,5,29,1,0
barcode282,0,37,0,20,0,0,11,0,0,0,0,0,0,0,0,0,18,0,0,11,0,0,28,90,0,54,0,0,66,0,0,55,0,0,0,0,1,370,47,0,205,1,5,15,0,3,72,53,10,2,0,0,137,6,1,0,122,27,0,42,0,0,5,3,180,0,0,0,52,170,0,0,2,0,84,46,1,0
barcode148,0,15,0,1,1,0,73,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,53,1,0,0,0,61,1,0,0,0,0,75,0,0,0,0,0,0,0,1,0,0,0
barcode3674,0,18,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,17,0,0,26,0,0,2,0,0,0,0,2,49,0,0,37,0,0,0,0,0,1,34,14,0,0,0,312,1,0,0,8,0,0,13,0,0,0,0,106,0,0,0,0,9,0,0,0,0,5,7,0,0
barcode3642,0,20,0,8,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,18,0,0,18,12,5,6,0,0,50,0,0,13,1,0,0,0,1,10,19,0,9,19,2,13,0,4,19,28,3,0,0,0,37,24,0,1,11,12,0,11,2,34,3,0,69,0,0,0,2,24,0,0,0,0,44,70,0,0
barcode6636,0,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1928,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1039,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
barcode211,0,13,0,0,0,0,9,38,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0,0,0,0,0,3,1,0,0,0,41,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
